observation_id;access;user_id;specie_id;specie_name;location_id;location_name;latitude;longitude;resource_id;resource_secondary_id;measurement_id;trait_id;trait_name;trait_class;standard_id;standard_unit;methodology_id;methodology_name;value;value_type;precision;precision_type;precision_upper;replicates;notes
98112;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.694;mean;0.995;standard_deviation;NA;;At least three measurements make up the mean
98113;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);3.067;mean;0.705;standard_deviation;NA;;At least three measurements make up the mean
98114;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.321;mean;0.518;standard_deviation;NA;;At least three measurements make up the mean
98115;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.425;mean;0.705;standard_deviation;NA;;At least three measurements make up the mean
98116;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.907;mean;0.228;standard_deviation;NA;;At least three measurements make up the mean
98117;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.591;mean;0.374;standard_deviation;NA;;At least three measurements make up the mean
98118;1;1;1269;Porites astreoides;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.383;mean;0.249;standard_deviation;NA;;At least three measurements make up the mean
98119;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.887;mean;1.361;standard_deviation;NA;;At least three measurements make up the mean
98120;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.216;mean;2.722;standard_deviation;NA;;At least three measurements make up the mean
98121;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.969;mean;2.227;standard_deviation;NA;;At least three measurements make up the mean
98122;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);12.124;mean;5.691;standard_deviation;NA;;At least three measurements make up the mean
98123;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);8.866;mean;2.763;standard_deviation;NA;;At least three measurements make up the mean
98124;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);6.144;mean;0.371;standard_deviation;NA;;At least three measurements make up the mean
98125;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.887;mean;0.373;standard_deviation;NA;;At least three measurements make up the mean
98126;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.093;mean;2.268;standard_deviation;NA;;At least three measurements make up the mean
98127;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);11.175;mean;1.856;standard_deviation;NA;;At least three measurements make up the mean
98128;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.856;mean;1.032;standard_deviation;NA;;At least three measurements make up the mean
98129;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.753;mean;1.403;standard_deviation;NA;;At least three measurements make up the mean
98130;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);5.32;mean;1.361;standard_deviation;NA;;At least three measurements make up the mean
98131;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);7.01;mean;2.392;standard_deviation;NA;;At least three measurements make up the mean
98132;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.691;mean;0.579;standard_deviation;NA;;At least three measurements make up the mean
98133;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.763;mean;0.702;standard_deviation;NA;;At least three measurements make up the mean
98134;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.361;mean;0.165;standard_deviation;NA;;At least three measurements make up the mean
98135;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.979;mean;0.251;standard_deviation;NA;;At least three measurements make up the mean
98136;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.567;mean;0.332;standard_deviation;NA;;At least three measurements make up the mean
98137;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.227;mean;0.536;standard_deviation;NA;;At least three measurements make up the mean
98138;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.814;mean;0.454;standard_deviation;NA;;At least three measurements make up the mean
98139;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.814;mean;0.165;standard_deviation;NA;;At least three measurements make up the mean
98140;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.278;mean;0.332;standard_deviation;NA;;At least three measurements make up the mean
98141;1;1;973;Orbicella annularis;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);2.103;mean;0.289;standard_deviation;NA;;At least three measurements make up the mean
98142;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.098;mean;0.239;standard_deviation;NA;;At least three measurements make up the mean
98143;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.933;mean;0.228;standard_deviation;NA;;At least three measurements make up the mean
98144;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.005;mean;0.218;standard_deviation;NA;;At least three measurements make up the mean
98145;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.953;mean;0.415;standard_deviation;NA;;At least three measurements make up the mean
98146;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.788;mean;0.135;standard_deviation;NA;;At least three measurements make up the mean
98147;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.264;mean;0.363;standard_deviation;NA;;At least three measurements make up the mean
98148;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.482;mean;0.218;standard_deviation;NA;;At least three measurements make up the mean
98149;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.788;mean;0.238;standard_deviation;NA;;At least three measurements make up the mean
98150;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.067;mean;0.373;standard_deviation;NA;;At least three measurements make up the mean
98151;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.368;mean;0.311;standard_deviation;NA;;At least three measurements make up the mean
98152;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.109;mean;0.404;standard_deviation;NA;;At least three measurements make up the mean
98153;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.181;mean;0.29;standard_deviation;NA;;At least three measurements make up the mean
98154;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.912;mean;0.269;standard_deviation;NA;;At least three measurements make up the mean
98155;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.922;mean;0.28;standard_deviation;NA;;At least three measurements make up the mean
98156;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.617;mean;0.291;standard_deviation;NA;;At least three measurements make up the mean
98157;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.933;mean;0.425;standard_deviation;NA;;At least three measurements make up the mean
98158;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);1.627;mean;0.342;standard_deviation;NA;;At least three measurements make up the mean
98159;1;1;201;Agaricia agaricites;227;Discovery Bay, Jamaica;18,467479;-77,404089;399;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;8;X-radiography (densitometer);0.777;mean;0.197;standard_deviation;NA;;At least three measurements make up the mean
98357;1;1;37;Acropora cervicornis;369;Rio Bueno, Jamaica;18,479459;-77,459666;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;110;mean;40;standard_error;NA;5;
98358;1;1;37;Acropora cervicornis;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;100;mean;40;standard_error;NA;5;
98359;1;1;37;Acropora cervicornis;379;Dancing Ladies, Discovery Bay, Jamaica;18,472817;-77,413367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;85;mean;25;standard_error;NA;5;
98360;1;1;37;Acropora cervicornis;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;109;mean;27;standard_error;NA;5;
98361;1;1;37;Acropora cervicornis;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;111;mean;30;standard_error;NA;5;
98362;1;1;37;Acropora cervicornis;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;146;mean;40;standard_error;NA;5;
98363;1;1;37;Acropora cervicornis;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;82;mean;40;standard_error;NA;5;
98364;1;1;37;Acropora cervicornis;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;85;mean;50;standard_error;NA;5;
98365;1;1;37;Acropora cervicornis;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;92;mean;40;standard_error;NA;5;
98366;1;1;124;Acropora palmata;369;Rio Bueno, Jamaica;18,479459;-77,459666;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;50;mean;40;standard_error;NA;5;
98367;1;1;124;Acropora palmata;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;90;mean;50;standard_error;NA;5;
98368;1;1;124;Acropora palmata;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;88;mean;45;standard_error;NA;5;
98369;1;1;124;Acropora palmata;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;90;mean;40;standard_error;NA;5;
98370;1;1;124;Acropora palmata;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;60;mean;30;standard_error;NA;5;
98371;1;1;124;Acropora palmata;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;60;mean;40;standard_error;NA;5;
98372;1;1;124;Acropora palmata;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;38;mm yr^-1;15;Image analysis;62;mean;50;standard_error;NA;5;
98373;1;1;1395;Siderastrea siderea;369;Rio Bueno, Jamaica;18,479459;-77,459666;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.7;mean;2.3;standard_error;NA;5;
98374;1;1;1395;Siderastrea siderea;369;Rio Bueno, Jamaica;18,479459;-77,459666;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;8;mean;2.2;standard_error;NA;5;
98375;1;1;1395;Siderastrea siderea;369;Rio Bueno, Jamaica;18,479459;-77,459666;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.5;mean;2.1;standard_error;NA;5;
98376;1;1;1395;Siderastrea siderea;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.5;mean;3.1;standard_error;NA;5;
98377;1;1;1395;Siderastrea siderea;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.7;mean;1.8;standard_error;NA;5;
98378;1;1;1395;Siderastrea siderea;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.5;mean;2.1;standard_error;NA;5;
98379;1;1;1395;Siderastrea siderea;379;Dancing Ladies, Discovery Bay, Jamaica;18,472817;-77,413367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.3;mean;1.8;standard_error;NA;5;
98380;1;1;1395;Siderastrea siderea;379;Dancing Ladies, Discovery Bay, Jamaica;18,472817;-77,413367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7;mean;2.1;standard_error;NA;5;
98381;1;1;1395;Siderastrea siderea;379;Dancing Ladies, Discovery Bay, Jamaica;18,472817;-77,413367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.1;mean;1.8;standard_error;NA;5;
98382;1;1;1395;Siderastrea siderea;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.2;mean;3.3;standard_error;NA;5;
98383;1;1;1395;Siderastrea siderea;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.1;mean;2.9;standard_error;NA;5;
98384;1;1;1395;Siderastrea siderea;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.5;mean;3.2;standard_error;NA;5;
98385;1;1;1395;Siderastrea siderea;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.6;mean;2.2;standard_error;NA;5;
98386;1;1;1395;Siderastrea siderea;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.8;mean;2;standard_error;NA;5;
98387;1;1;1395;Siderastrea siderea;382;Pear Tree Bottom, Jamaica;18,463817;-77,356717;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;7.5;mean;2.8;standard_error;NA;5;
98388;1;1;975;Montastraea cavernosa;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6.7;mean;0.9;standard_error;NA;5;
98389;1;1;975;Montastraea cavernosa;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6.4;mean;1.1;standard_error;NA;5;
98390;1;1;975;Montastraea cavernosa;380;M1, Discovery Bay, Jamaica;18,472283;-77,40875;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6.1;mean;1.5;standard_error;NA;5;
98391;1;1;975;Montastraea cavernosa;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6.7;mean;1.7;standard_error;NA;5;
98392;1;1;975;Montastraea cavernosa;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6;mean;1.6;standard_error;NA;5;
98393;1;1;975;Montastraea cavernosa;381;Dairy Bull, Jamaica;18,46805;-77,388367;362;NA;NA;60;Growth rate;Physiological;60;mm yr^-1;15;Image analysis;6.8;mean;1.5;standard_error;NA;5;
